Date,Open,High,Low,Close,Adj Close,Volume
1994-07-04,1.305556,1.312500,1.243056,1.270833,0.958077,231715600
1994-07-11,1.270833,1.381944,1.041667,1.090278,0.821957,1012652400
1994-07-18,1.111111,1.173611,1.097222,1.138889,0.858604,320928400
1994-07-25,1.138889,1.180556,1.076389,1.166667,0.879546,344251200
1994-08-01,1.194444,1.236111,1.131944,1.159722,0.874311,328047600
1994-08-08,1.152778,1.229167,1.145833,1.187500,0.895252,273165600
1994-08-15,1.194444,1.354167,1.187500,1.256944,0.947606,702736000
1994-08-22,1.243056,1.423611,1.229167,1.423611,1.073256,390957200
1994-08-29,1.444444,1.479167,1.340278,1.368056,1.031372,390300400
1994-09-05,1.375000,1.472222,1.361111,1.413194,1.065402,254562800
1994-09-12,1.416667,1.506944,1.375000,1.472222,1.109903,313774000
1994-09-19,1.479167,1.486111,1.347222,1.361111,1.026137,272289600
1994-09-26,1.347222,1.534722,1.312500,1.520833,1.146551,422751200
1994-10-03,1.520833,1.548611,1.416667,1.534722,1.157022,477688800
1994-10-10,1.534722,1.628472,1.500000,1.534722,1.157022,404888000
1994-10-17,1.541667,1.541667,1.479167,1.513889,1.141316,207078800
1994-10-24,1.506944,1.694444,1.500000,1.666667,1.256494,448269600
1994-10-31,1.666667,1.805556,1.652778,1.750000,1.319319,450714000
1994-11-07,1.736111,1.861111,1.652778,1.833333,1.382144,486053600
1994-11-14,1.854167,1.923611,1.826389,1.899306,1.431880,298639200
1994-11-21,1.902778,1.916667,1.652778,1.798611,1.355967,342719600
1994-11-28,1.791667,1.854167,1.763889,1.819444,1.371673,294774800
1994-12-05,1.819444,1.861111,1.645833,1.777778,1.340261,309650000
1994-12-12,1.791667,1.888889,1.743056,1.847222,1.392615,315516400
1994-12-19,1.840278,1.986111,1.812500,1.958333,1.476381,262529600
1994-12-26,1.979167,2.010417,1.916667,1.951389,1.471146,133743200
1995-01-02,1.944444,1.951389,1.868056,1.895833,1.429263,180854400
1995-01-09,1.888889,2.000000,1.888889,1.993056,1.502558,255743200
1995-01-16,1.993056,2.083333,1.930556,1.944444,1.465910,224268800
1995-01-23,1.909722,2.006944,1.854167,1.881944,1.418792,322118400
1995-01-30,1.875000,2.034722,1.798611,1.979167,1.492087,337284000
1995-02-06,1.979167,2.107639,1.944444,1.947917,1.468528,392559200
1995-02-13,1.930556,1.972222,1.861111,1.875000,1.413556,390025200
1995-02-20,1.854167,1.923611,1.819444,1.868056,1.408321,303034800
1995-02-27,1.854167,1.930556,1.812500,1.909722,1.439733,313525600
1995-03-06,1.902778,1.979167,1.868056,1.930556,1.455439,240776400
1995-03-13,1.930556,1.979167,1.888889,1.940972,1.463293,279182800
1995-03-20,1.944444,2.048611,1.881944,2.020833,1.523500,365066800
1995-03-27,2.034722,2.215278,1.951389,2.118056,1.596795,558111600
1995-04-03,2.104167,2.222222,2.097222,2.180556,1.643914,476049200
1995-04-10,2.180556,2.256944,2.145833,2.222222,1.675326,243186800
1995-04-17,2.243056,2.284722,2.048611,2.166667,1.633443,337861200
1995-04-24,2.152778,2.277778,2.125000,2.215278,1.670091,238200800
1995-05-01,2.208333,2.472222,2.166667,2.312500,1.743386,393558800
1995-05-08,2.312500,2.513889,2.298611,2.500000,1.884742,367426400
1995-05-15,2.493056,2.562500,2.395833,2.475694,1.866418,306904800
1995-05-22,2.479167,2.673611,2.444444,2.548611,1.921390,373144800
1995-05-29,2.548611,2.562500,2.347222,2.506944,1.889977,285044400
1995-06-05,2.534722,2.590278,2.451389,2.541667,1.916154,263233600
1995-06-12,2.555556,2.722222,2.555556,2.715278,2.047039,239683600
1995-06-19,2.708333,2.881944,2.708333,2.881944,2.172688,274312400
1995-06-26,2.868056,2.923611,2.715278,2.809028,2.117717,259224800
1995-07-03,2.812500,3.083333,2.777778,3.069444,2.314044,220361200
1995-07-10,3.076389,3.243056,2.965278,3.215278,2.423986,331858400
1995-07-17,3.222222,3.236111,2.652778,2.958333,2.230277,484822400
1995-07-24,2.958333,3.263889,2.916667,3.114583,2.348074,301130800
1995-07-31,3.138889,3.152778,2.847222,3.013889,2.272161,356741600
1995-08-07,3.027778,3.333333,3.020833,3.250000,2.450164,317220800
1995-08-14,3.263889,3.687500,3.243056,3.672743,2.768868,594271200
1995-08-21,3.673611,3.722222,3.465278,3.562500,2.685757,411663200
1995-08-28,3.569444,3.694444,3.305556,3.631944,2.738110,495386800
1995-09-04,3.638889,3.930556,3.631944,3.909722,2.947526,281222400
1995-09-11,3.916667,4.034722,3.847222,3.847222,2.900408,304405200
1995-09-18,3.854167,4.104167,3.763889,3.951389,2.978938,370427200
1995-09-25,3.958333,3.989583,3.590278,3.833333,2.889937,441362800
1995-10-02,3.833333,3.965278,3.652778,3.725694,2.808789,474247200
1995-10-09,3.673611,4.013889,3.388889,3.916667,2.952762,592926800
1995-10-16,3.888889,4.361111,3.840278,4.243055,3.198825,423224000
1995-10-23,4.194445,4.284722,4.041667,4.243055,3.198825,337231600
1995-10-30,4.284722,4.694445,4.263889,4.680555,3.528654,441966000
1995-11-06,4.645833,4.965278,4.437500,4.881945,3.680482,564160800
1995-11-13,4.861111,4.902778,4.312500,4.444445,3.350652,566636000
1995-11-20,4.472222,4.583333,4.194445,4.375000,3.298298,349385200
1995-11-27,4.423611,4.798611,4.333333,4.555555,3.434418,494387600
1995-12-04,4.569445,4.763889,4.256945,4.437500,3.345417,532012800
1995-12-11,4.458333,4.486111,3.954861,4.111111,3.099353,607940800
1995-12-18,4.097222,4.430555,3.861111,4.256945,3.209296,680081200
1995-12-25,4.256945,4.361111,4.131945,4.145833,3.125530,259655200
1996-01-01,4.138889,4.263889,3.784722,3.972222,2.994646,559357200
1996-01-08,3.979167,4.034722,3.548611,3.923611,2.957998,676616000
1996-01-15,3.930556,4.222222,3.611111,4.208333,3.172648,712792800
1996-01-22,4.208333,4.586805,4.138889,4.506945,3.397771,506672400
1996-01-29,4.520833,4.777778,4.465278,4.694445,3.539127,369804000
1996-02-05,4.701389,5.208333,4.694445,5.069445,3.821837,565359600
1996-02-12,5.104167,5.145833,4.812500,4.944445,3.727601,477634800
1996-02-19,4.847222,5.666667,4.847222,5.513889,4.156901,325739600
1996-02-26,5.486111,5.611111,4.680555,5.055555,3.811367,412398000
1996-03-04,5.111111,5.305555,4.652778,4.888889,3.685717,385823200
1996-03-11,4.958333,5.291667,4.902778,5.277778,3.978900,311492400
1996-03-18,5.402778,5.472222,4.875000,4.972222,3.748542,334274000
1996-03-25,5.041667,5.253472,4.500000,5.152778,3.884662,426118000
1996-04-01,5.180555,5.513889,5.166667,5.388889,4.062666,197205200
1996-04-08,5.097222,5.305555,4.958333,5.083333,3.832308,324345600
1996-04-15,5.041667,5.333333,4.861111,5.305555,3.999840,351379600
1996-04-22,5.277778,5.833333,5.166667,5.819445,4.387260,509031200
1996-04-29,5.791667,5.833333,5.555555,5.625000,4.240669,228368800
1996-05-06,5.708333,6.126736,5.569445,6.111111,4.607147,408546800
1996-05-13,6.111111,6.347222,6.041667,6.222222,4.690913,313281600
1996-05-20,6.277778,6.430555,6.069445,6.333333,4.774679,222377200
1996-05-27,6.361111,6.388889,6.027778,6.083333,4.586205,183269600
1996-06-03,6.083333,6.402778,6.000000,6.208333,4.680443,228049200
1996-06-10,6.222222,6.402778,6.083333,6.138889,4.628088,173090000
1996-06-17,6.152778,6.166667,5.527778,6.097222,4.596674,344668800
1996-06-24,6.097222,6.347222,5.805555,6.291667,4.743267,277940800
1996-07-01,6.305555,6.569445,6.166667,6.222222,4.690913,193562400
1996-07-08,6.250000,6.513889,5.833333,6.152778,4.638557,489628400
1996-07-15,6.083333,6.138889,5.166667,5.750000,4.334904,579080400
1996-07-22,5.736111,5.736111,4.972222,5.708333,4.303494,492825200
1996-07-29,5.722222,6.277778,5.541667,6.208333,4.680443,329152400
1996-08-05,6.277778,6.597222,6.055555,6.486111,4.889856,281894800
1996-08-12,6.472222,6.590278,6.194445,6.222222,4.690913,363764400
1996-08-19,6.263889,6.486111,6.027778,6.319445,4.764209,233125600
1996-08-26,6.305555,6.305555,5.819445,5.861111,4.418672,227687200
1996-09-02,5.777778,6.069445,5.666667,5.930555,4.471026,235122000
1996-09-09,5.958333,6.569445,5.902778,6.555555,4.942211,286038400
1996-09-16,6.555555,6.791667,6.541667,6.750000,5.088803,345936800
1996-09-23,6.722222,7.222222,6.611111,7.000000,5.277277,306002800
1996-09-30,7.000000,7.444445,6.708333,7.444445,5.612343,287174000
1996-10-07,7.375000,7.430555,7.111111,7.305555,5.507635,244788800
1996-10-14,7.359375,7.388889,7.000000,7.041667,5.308689,241647200
1996-10-21,7.041667,7.055555,6.527778,6.583333,4.963153,455782800
1996-10-28,6.638889,6.958333,6.375000,6.694445,5.046919,386714400
1996-11-04,6.694445,7.222222,6.611111,7.194445,5.423867,420634800
1996-11-11,7.180555,7.444445,7.041667,7.194445,5.423867,291322000
1996-11-18,7.180555,7.597222,6.958333,7.513889,5.664696,270848400
1996-11-25,7.541667,7.611111,7.263889,7.541667,5.685637,160256400
1996-12-02,7.555555,7.652778,6.888889,7.222222,5.444809,370331600
1996-12-09,7.263889,7.680555,7.111111,7.194445,5.423867,263239600
1996-12-16,7.263889,7.361111,6.930555,7.222222,5.444809,308564000
1996-12-23,7.236111,7.444445,7.055555,7.291667,5.497163,92423600
1996-12-30,7.333333,7.388889,6.916667,7.291667,5.497163,149717600
1997-01-06,7.347222,7.652778,7.333333,7.625000,5.748462,262618800
1997-01-13,7.638889,8.097222,7.555555,8.069445,6.083527,309652000
1997-01-20,8.111111,8.416667,7.541667,7.625000,5.748462,312149200
1997-01-27,7.680555,7.944445,7.277778,7.750000,5.842700,563533200
1997-02-03,7.847222,7.944445,6.680555,7.013889,5.287748,813384000
1997-02-10,6.861111,7.263889,6.444445,6.958333,5.245865,797032000
1997-02-17,7.000000,7.250000,6.430555,6.486111,4.889856,399120400
1997-02-24,6.250000,6.875000,5.986111,6.180555,4.659499,837395200
1997-03-03,6.097222,6.402778,5.652778,5.708333,4.303494,659696400
1997-03-10,5.458333,5.972222,5.361111,5.618055,4.235434,759182000
1997-03-17,5.666667,5.902778,5.208333,5.472222,4.125489,708848800
1997-03-24,5.402778,5.930555,5.104167,5.666667,4.272082,657167200
1997-03-31,5.597222,5.750000,5.152778,5.652778,4.261610,601889600
1997-04-07,5.916667,6.250000,5.652778,5.694445,4.293024,516867600
1997-04-14,5.722222,5.944445,5.236111,5.375000,4.052194,677579600
1997-04-21,5.361111,5.597222,5.027778,5.152778,3.884662,573029600
1997-04-28,5.222222,6.388889,5.097222,6.361111,4.795620,738106400
1997-05-05,6.611111,6.916667,6.222222,6.847222,5.162098,943259200
1997-05-12,6.861111,7.111111,6.736111,6.833333,5.151628,501903200
1997-05-19,6.847222,7.513889,6.680555,7.486111,5.643755,446996000
1997-05-26,7.416667,7.791667,6.944445,7.527778,5.675167,432239200
1997-06-02,7.597222,7.625000,7.069445,7.215278,5.439573,402778800
1997-06-09,7.256945,7.486111,6.944445,7.409722,5.586165,406231200
1997-06-16,7.416667,7.763889,7.361111,7.708333,5.811286,359473200
1997-06-23,7.701389,7.972222,7.375000,7.388889,5.570458,410502400
1997-06-30,7.381945,8.000000,7.222222,7.951389,5.994526,225326400
1997-07-07,8.013889,8.583333,8.000000,8.388889,6.324355,391084400
